date,matchup,home_team,away_team,total_score,score_differential,attention
2014-11-09,SF_vs_NO,NO,SF,51.0,3.0,2229
2014-11-09,PIT_vs_NYJ,NYJ,PIT,33.0,7.0,913
2014-11-09,ATL_vs_TB,TB,ATL,44.0,10.0,594
2014-11-09,DEN_vs_OAK,OAK,DEN,58.0,24.0,946
2014-11-09,STL_vs_ARI,ARI,STL,45.0,17.0,34
2014-11-09,NYG_vs_SEA,SEA,NYG,55.0,21.0,1822
2014-11-09,CHI_vs_GB,GB,CHI,69.0,41.0,9156
2014-11-10,CAR_vs_PHI,PHI,CAR,66.0,24.0,3933
2014-11-13,BUF_vs_MIA,MIA,BUF,31.0,13.0,2410
2014-11-16,ATL_vs_CAR,CAR,ATL,36.0,2.0,1528
2014-11-16,MIN_vs_CHI,CHI,MIN,34.0,8.0,1369
2014-11-16,HOU_vs_CLE,CLE,HOU,30.0,16.0,2254
2014-11-16,SEA_vs_KC,KC,SEA,44.0,4.0,2451
2014-11-16,CIN_vs_NO,NO,CIN,37.0,17.0,1321
2014-11-16,SF_vs_NYG,NYG,SF,26.0,6.0,1806
2014-11-16,DEN_vs_STL,STL,DEN,29.0,15.0,1813
2014-11-16,TB_vs_WAS,WAS,TB,34.0,20.0,1097
2014-11-16,OAK_vs_SD,SD,OAK,19.0,7.0,1193
2014-11-16,DET_vs_ARI,ARI,DET,20.0,8.0,90
2014-11-16,PHI_vs_GB,GB,PHI,73.0,33.0,7076
2014-11-16,NE_vs_IND,IND,NE,62.0,22.0,7053
2014-11-17,PIT_vs_TEN,TEN,PIT,51.0,3.0,902
2014-11-20,KC_vs_OAK,OAK,KC,44.0,4.0,3669
2014-11-23,CLE_vs_ATL,ATL,CLE,50.0,2.0,1286
2014-11-23,TB_vs_CHI,CHI,TB,34.0,8.0,711
2014-11-23,CIN_vs_HOU,HOU,CIN,35.0,9.0,487
2014-11-23,JAX_vs_IND,IND,JAX,26.0,20.0,1007
2014-11-23,GB_vs_MIN,MIN,GB,45.0,3.0,1849
2014-11-23,DET_vs_NE,NE,DET,43.0,25.0,2914
2014-11-23,TEN_vs_PHI,PHI,TEN,67.0,19.0,1286
2014-11-23,STL_vs_SD,SD,STL,51.0,3.0,1109
2014-11-23,ARI_vs_SEA,SEA,ARI,22.0,16.0,83
2014-11-23,MIA_vs_DEN,DEN,MIA,75.0,3.0,2408
2014-11-23,WAS_vs_SF,SF,WAS,30.0,4.0,798
2014-11-23,DAL_vs_NYG,NYG,DAL,59.0,3.0,10553
2014-11-24,NYJ_vs_BUF,BUF,NYJ,41.0,35.0,878
2014-11-24,BAL_vs_NO,NO,BAL,61.0,7.0,977
2014-11-27,CHI_vs_DET,DET,CHI,51.0,17.0,3711
2014-11-27,PHI_vs_DAL,DAL,PHI,43.0,23.0,5129
2014-11-27,SEA_vs_SF,SF,SEA,22.0,16.0,3434
2014-11-30,SD_vs_BAL,BAL,SD,67.0,1.0,1427
2014-11-30,CLE_vs_BUF,BUF,CLE,36.0,16.0,1299
2014-11-30,TEN_vs_HOU,HOU,TEN,66.0,24.0,244
2014-11-30,WAS_vs_IND,IND,WAS,76.0,22.0,703
2014-11-30,NYG_vs_JAX,JAX,NYG,49.0,1.0,558
2014-11-30,CAR_vs_MIN,MIN,CAR,44.0,18.0,420
2014-11-30,NO_vs_PIT,PIT,NO,67.0,3.0,791
2014-11-30,OAK_vs_STL,STL,OAK,52.0,52.0,419
2014-11-30,CIN_vs_TB,TB,CIN,27.0,1.0,322
2014-11-30,ARI_vs_ATL,ATL,ARI,47.0,11.0,57
2014-11-30,NE_vs_GB,GB,NE,47.0,5.0,6049
2014-11-30,DEN_vs_KC,KC,DEN,45.0,13.0,1796
2014-12-01,MIA_vs_NYJ,NYJ,MIA,29.0,3.0,1100
2014-12-04,DAL_vs_CHI,CHI,DAL,69.0,13.0,6522
2014-12-07,PIT_vs_CIN,CIN,PIT,63.0,21.0,679
2014-12-07,IND_vs_CLE,CLE,IND,49.0,1.0,1212
2014-12-07,TB_vs_DET,DET,TB,51.0,17.0,891
2014-12-07,HOU_vs_JAX,JAX,HOU,40.0,14.0,204
2014-12-07,BAL_vs_MIA,MIA,BAL,41.0,15.0,668
2014-12-07,NYJ_vs_MIN,MIN,NYJ,54.0,6.0,513
2014-12-07,CAR_vs_NO,NO,CAR,51.0,31.0,1056
2014-12-07,NYG_vs_TEN,TEN,NYG,43.0,29.0,323
2014-12-07,STL_vs_WAS,WAS,STL,24.0,24.0,604
2014-12-07,KC_vs_ARI,ARI,KC,31.0,3.0,13
2014-12-07,BUF_vs_DEN,DEN,BUF,41.0,7.0,496
2014-12-07,SF_vs_OAK,OAK,SF,37.0,11.0,924
2014-12-07,SEA_vs_PHI,PHI,SEA,38.0,10.0,2110
2014-12-07,NE_vs_SD,SD,NE,37.0,9.0,4098
2014-12-08,ATL_vs_GB,GB,ATL,80.0,6.0,3946
2014-12-11,ARI_vs_STL,STL,ARI,18.0,6.0,104
2014-12-14,PIT_vs_ATL,ATL,PIT,47.0,7.0,688
2014-12-14,JAX_vs_BAL,BAL,JAX,32.0,8.0,149
2014-12-14,GB_vs_BUF,BUF,GB,34.0,8.0,1872
2014-12-14,TB_vs_CAR,CAR,TB,36.0,2.0,570
2014-12-14,CIN_vs_CLE,CLE,CIN,30.0,30.0,2229
2014-12-14,HOU_vs_IND,IND,HOU,27.0,7.0,440
2014-12-14,OAK_vs_KC,KC,OAK,44.0,18.0,317
2014-12-14,MIA_vs_NE,NE,MIA,54.0,28.0,2126
2014-12-14,WAS_vs_NYG,NYG,WAS,37.0,11.0,888
2014-12-14,DEN_vs_SD,SD,DEN,32.0,12.0,1669
2014-12-14,NYJ_vs_TEN,TEN,NYJ,27.0,5.0,331
2014-12-14,MIN_vs_DET,DET,MIN,30.0,2.0,569
2014-12-14,SF_vs_SEA,SEA,SF,24.0,10.0,2654
2014-12-14,DAL_vs_PHI,PHI,DAL,65.0,11.0,7282
2014-12-15,NO_vs_CHI,CHI,NO,46.0,16.0,1159
2014-12-18,TEN_vs_JAX,JAX,TEN,34.0,8.0,602
2014-12-20,PHI_vs_WAS,WAS,PHI,51.0,3.0,1096
2014-12-20,SD_vs_SF,SF,SD,73.0,3.0,2173
2014-12-21,CLE_vs_CAR,CAR,CLE,30.0,4.0,621
2014-12-21,DET_vs_CHI,CHI,DET,34.0,6.0,618
2014-12-21,BAL_vs_HOU,HOU,BAL,38.0,12.0,278
2014-12-21,MIN_vs_MIA,MIA,MIN,72.0,2.0,655
2014-12-21,ATL_vs_NO,NO,ATL,44.0,16.0,1650
2014-12-21,NE_vs_NYJ,NYJ,NE,33.0,1.0,1441
2014-12-21,KC_vs_PIT,PIT,KC,32.0,8.0,236
2014-12-21,GB_vs_TB,TB,GB,23.0,17.0,1590
2014-12-21,NYG_vs_STL,STL,NYG,64.0,10.0,545
2014-12-21,IND_vs_DAL,DAL,IND,49.0,35.0,5151
2014-12-21,BUF_vs_OAK,OAK,BUF,50.0,2.0,563
2014-12-21,SEA_vs_ARI,ARI,SEA,41.0,29.0,31
2014-12-22,DEN_vs_CIN,CIN,DEN,65.0,9.0,2032
2014-12-28,CLE_vs_BAL,BAL,CLE,30.0,10.0,328
2014-12-28,JAX_vs_HOU,HOU,JAX,40.0,6.0,284
2014-12-28,SD_vs_KC,KC,SD,26.0,12.0,703
2014-12-28,NYJ_vs_MIA,MIA,NYJ,61.0,13.0,242
2014-12-28,CHI_vs_MIN,MIN,CHI,22.0,4.0,204
2014-12-28,BUF_vs_NE,NE,BUF,26.0,8.0,536
2014-12-28,PHI_vs_NYG,NYG,PHI,60.0,8.0,317
2014-12-28,NO_vs_TB,TB,NO,43.0,3.0,258
2014-12-28,IND_vs_TEN,TEN,IND,37.0,17.0,178
2014-12-28,DAL_vs_WAS,WAS,DAL,61.0,27.0,2847
2014-12-28,CAR_vs_ATL,ATL,CAR,37.0,31.0,1205
2014-12-28,OAK_vs_DEN,DEN,OAK,61.0,33.0,310
2014-12-28,DET_vs_GB,GB,DET,50.0,10.0,3138
2014-12-28,STL_vs_SEA,SEA,STL,26.0,14.0,711
2014-12-28,ARI_vs_SF,SF,ARI,37.0,3.0,32
2014-12-28,CIN_vs_PIT,PIT,CIN,44.0,10.0,721
2015-09-10,PIT_vs_NE,NE,PIT,49.0,7.0,11929
2015-09-13,IND_vs_BUF,BUF,IND,41.0,13.0,1644
2015-09-13,GB_vs_CHI,CHI,GB,54.0,8.0,5744
2015-09-13,KC_vs_HOU,HOU,KC,47.0,7.0,1807
2015-09-13,CAR_vs_JAX,JAX,CAR,29.0,11.0,1148
2015-09-13,CLE_vs_NYJ,NYJ,CLE,41.0,21.0,2253
2015-09-13,SEA_vs_STL,STL,SEA,65.0,3.0,4169
2015-09-13,MIA_vs_WAS,WAS,MIA,27.0,7.0,2265
2015-09-13,NO_vs_ARI,ARI,NO,50.0,12.0,91
2015-09-13,DET_vs_SD,SD,DET,61.0,5.0,1626
2015-09-13,BAL_vs_DEN,DEN,BAL,32.0,6.0,1059
2015-09-13,CIN_vs_OAK,OAK,CIN,46.0,20.0,581
2015-09-13,TEN_vs_TB,TB,TEN,56.0,28.0,1432
2015-09-13,NYG_vs_DAL,DAL,NYG,53.0,1.0,8731
2015-09-14,PHI_vs_ATL,ATL,PHI,50.0,2.0,4930
2015-09-14,MIN_vs_SF,SF,MIN,23.0,17.0,3239
2015-09-17,DEN_vs_KC,KC,DEN,55.0,7.0,6959
2015-09-20,NE_vs_BUF,BUF,NE,72.0,8.0,5543
2015-09-20,HOU_vs_CAR,CAR,HOU,41.0,7.0,2011
2015-09-20,ARI_vs_CHI,CHI,ARI,71.0,25.0,90
2015-09-20,SD_vs_CIN,CIN,SD,43.0,5.0,1315
2015-09-20,TEN_vs_CLE,CLE,TEN,42.0,14.0,2275
2015-09-20,DET_vs_MIN,MIN,DET,42.0,10.0,1285
2015-09-20,TB_vs_NO,NO,TB,45.0,7.0,1192
2015-09-20,ATL_vs_NYG,NYG,ATL,44.0,4.0,3685
2015-09-20,SF_vs_PIT,PIT,SF,61.0,25.0,1233
2015-09-20,STL_vs_WAS,WAS,STL,34.0,14.0,1444
2015-09-20,MIA_vs_JAX,JAX,MIA,43.0,3.0,984
2015-09-20,BAL_vs_OAK,OAK,BAL,70.0,4.0,2053
2015-09-20,DAL_vs_PHI,PHI,DAL,30.0,10.0,9350
2015-09-20,SEA_vs_GB,GB,SEA,44.0,10.0,9152
2015-09-21,NYJ_vs_IND,IND,NYJ,27.0,13.0,4404
2015-09-24,WAS_vs_NYG,NYG,WAS,53.0,11.0,2894
2015-09-27,CIN_vs_BAL,BAL,CIN,52.0,4.0,1407
2015-09-27,NO_vs_CAR,CAR,NO,49.0,5.0,1725
2015-09-27,OAK_vs_CLE,CLE,OAK,47.0,7.0,2554
2015-09-27,ATL_vs_DAL,DAL,ATL,67.0,11.0,4942
2015-09-27,TB_vs_HOU,HOU,TB,28.0,10.0,556
2015-09-27,SD_vs_MIN,MIN,SD,45.0,17.0,1301
2015-09-27,JAX_vs_NE,NE,JAX,68.0,34.0,2480
2015-09-27,PHI_vs_NYJ,NYJ,PHI,41.0,7.0,1067
2015-09-27,PIT_vs_STL,STL,PIT,18.0,6.0,844
2015-09-27,IND_vs_TEN,TEN,IND,68.0,2.0,817
2015-09-27,SF_vs_ARI,ARI,SF,54.0,40.0,88
2015-09-27,BUF_vs_MIA,MIA,BUF,55.0,27.0,1597
2015-09-27,CHI_vs_SEA,SEA,CHI,26.0,26.0,3192
2015-09-27,DEN_vs_DET,DET,DEN,36.0,12.0,4216
2015-09-28,KC_vs_GB,GB,KC,66.0,10.0,6027
2015-10-01,BAL_vs_PIT,PIT,BAL,43.0,3.0,5909
2015-10-04,NYJ_vs_MIA,MIA,NYJ,41.0,13.0,3291
2015-10-04,HOU_vs_ATL,ATL,HOU,69.0,27.0,2904
2015-10-04,NYG_vs_BUF,BUF,NYG,34.0,14.0,4028
2015-10-04,OAK_vs_CHI,CHI,OAK,42.0,2.0,2911
2015-10-04,KC_vs_CIN,CIN,KC,57.0,15.0,1349
2015-10-04,JAX_vs_IND,IND,JAX,29.0,3.0,758
2015-10-04,CAR_vs_TB,TB,CAR,60.0,14.0,2325
2015-10-04,PHI_vs_WAS,WAS,PHI,43.0,3.0,2569
2015-10-04,CLE_vs_SD,SD,CLE,57.0,3.0,1491
2015-10-04,STL_vs_ARI,ARI,STL,46.0,2.0,115
2015-10-04,MIN_vs_DEN,DEN,MIN,43.0,3.0,2621
2015-10-04,GB_vs_SF,SF,GB,20.0,14.0,5223
2015-10-04,DAL_vs_NO,NO,DAL,46.0,6.0,9418
2015-10-05,DET_vs_SEA,SEA,DET,23.0,3.0,6553
2015-10-08,IND_vs_HOU,HOU,IND,47.0,7.0,3753
2015-10-11,WAS_vs_ATL,ATL,WAS,44.0,6.0,3634
2015-10-11,CLE_vs_BAL,BAL,CLE,63.0,3.0,1704
2015-10-11,SEA_vs_CIN,CIN,SEA,51.0,3.0,4612
2015-10-11,STL_vs_GB,GB,STL,34.0,14.0,5622
2015-10-11,CHI_vs_KC,KC,CHI,35.0,1.0,1627
2015-10-11,NO_vs_PHI,PHI,NO,56.0,22.0,1433
2015-10-11,JAX_vs_TB,TB,JAX,69.0,7.0,835
2015-10-11,BUF_vs_TEN,TEN,BUF,27.0,1.0,1080
2015-10-11,ARI_vs_DET,DET,ARI,59.0,25.0,149
2015-10-11,NE_vs_DAL,DAL,NE,36.0,24.0,8704
2015-10-11,DEN_vs_OAK,OAK,DEN,26.0,6.0,3620
2015-10-11,SF_vs_NYG,NYG,SF,57.0,3.0,7766
2015-10-12,PIT_vs_SD,SD,PIT,44.0,4.0,3979
2015-10-15,ATL_vs_NO,NO,ATL,52.0,10.0,5148
2015-10-18,CIN_vs_BUF,BUF,CIN,55.0,13.0,1840
2015-10-18,DEN_vs_CLE,CLE,DEN,49.0,3.0,3089
2015-10-18,CHI_vs_DET,DET,CHI,71.0,3.0,3077
2015-10-18,HOU_vs_JAX,JAX,HOU,51.0,11.0,536
2015-10-18,KC_vs_MIN,MIN,KC,26.0,6.0,559
2015-10-18,WAS_vs_NYJ,NYJ,WAS,54.0,14.0,1867
2015-10-18,ARI_vs_PIT,PIT,ARI,38.0,12.0,342
2015-10-18,MIA_vs_TEN,TEN,MIA,48.0,28.0,1374
2015-10-18,CAR_vs_SEA,SEA,CAR,50.0,4.0,5987
2015-10-18,SD_vs_GB,GB,SD,47.0,7.0,5362
2015-10-18,BAL_vs_SF,SF,BAL,45.0,5.0,1668
2015-10-18,NE_vs_IND,IND,NE,61.0,7.0,11575
2015-10-19,NYG_vs_PHI,PHI,NYG,34.0,20.0,5171
2015-10-22,SEA_vs_SF,SF,SEA,23.0,17.0,5484
2015-10-25,BUF_vs_JAX,JAX,BUF,65.0,3.0,2699
2015-10-25,MIN_vs_DET,DET,MIN,47.0,9.0,1835
2015-10-25,NO_vs_IND,IND,NO,48.0,6.0,1045
2015-10-25,PIT_vs_KC,KC,PIT,36.0,10.0,937
2015-10-25,HOU_vs_MIA,MIA,HOU,70.0,18.0,1611
2015-10-25,NYJ_vs_NE,NE,NYJ,53.0,7.0,6124
2015-10-25,CLE_vs_STL,STL,CLE,30.0,18.0,1645
2015-10-25,ATL_vs_TEN,TEN,ATL,17.0,3.0,1500
2015-10-25,TB_vs_WAS,WAS,TB,61.0,1.0,1660
2015-10-25,OAK_vs_SD,SD,OAK,66.0,8.0,3245
2015-10-25,DAL_vs_NYG,NYG,DAL,47.0,7.0,8690
2015-10-25,PHI_vs_CAR,CAR,PHI,43.0,11.0,5312
2015-10-26,BAL_vs_ARI,ARI,BAL,44.0,8.0,214
2015-10-29,MIA_vs_NE,NE,MIA,43.0,29.0,8710
2015-11-01,DET_vs_KC,KC,DET,55.0,35.0,1049
2015-11-01,TB_vs_ATL,ATL,TB,43.0,3.0,1500
2015-11-01,SD_vs_BAL,BAL,SD,55.0,3.0,901
2015-11-01,MIN_vs_CHI,CHI,MIN,43.0,3.0,1592
2015-11-01,ARI_vs_CLE,CLE,ARI,54.0,14.0,70
2015-11-01,TEN_vs_HOU,HOU,TEN,26.0,14.0,268
2015-11-01,NYG_vs_NO,NO,NYG,101.0,3.0,3709
2015-11-01,CIN_vs_PIT,PIT,CIN,26.0,6.0,1666
2015-11-01,SF_vs_STL,STL,SF,33.0,21.0,1255
2015-11-01,NYJ_vs_OAK,OAK,NYJ,54.0,14.0,1574
2015-11-01,SEA_vs_DAL,DAL,SEA,25.0,1.0,4973
2015-11-01,GB_vs_DEN,DEN,GB,39.0,19.0,4988
2015-11-02,IND_vs_CAR,CAR,IND,55.0,3.0,3862
2015-11-05,CLE_vs_CIN,CIN,CLE,41.0,21.0,3272
2015-11-08,MIA_vs_BUF,BUF,MIA,50.0,16.0,884
2015-11-08,GB_vs_CAR,CAR,GB,66.0,8.0,5402
2015-11-08,STL_vs_MIN,MIN,STL,39.0,3.0,1150
2015-11-08,WAS_vs_NE,NE,WAS,37.0,17.0,2684
2015-11-08,TEN_vs_NO,NO,TEN,62.0,6.0,647
2015-11-08,JAX_vs_NYJ,NYJ,JAX,51.0,5.0,792
2015-11-08,OAK_vs_PIT,PIT,OAK,73.0,3.0,1983
2015-11-08,ATL_vs_SF,SF,ATL,33.0,1.0,1251
2015-11-08,NYG_vs_TB,TB,NYG,50.0,14.0,1187
2015-11-08,DEN_vs_IND,IND,DEN,51.0,3.0,2321
2015-11-08,PHI_vs_DAL,DAL,PHI,60.0,6.0,7695
2015-11-09,CHI_vs_SD,SD,CHI,41.0,3.0,2360
2015-11-12,BUF_vs_NYJ,NYJ,BUF,39.0,5.0,4304
2015-11-15,JAX_vs_BAL,BAL,JAX,42.0,2.0,268
2015-11-15,DET_vs_GB,GB,DET,34.0,2.0,2102
2015-11-15,MIA_vs_PHI,PHI,MIA,39.0,1.0,535
2015-11-15,CLE_vs_PIT,PIT,CLE,39.0,21.0,1543
2015-11-15,CHI_vs_STL,STL,CHI,50.0,24.0,1341
2015-11-15,DAL_vs_TB,TB,DAL,16.0,4.0,1378
2015-11-15,CAR_vs_TEN,TEN,CAR,37.0,17.0,2460
2015-11-15,NO_vs_WAS,WAS,NO,61.0,33.0,1254
2015-11-15,MIN_vs_OAK,OAK,MIN,44.0,16.0,737
2015-11-15,KC_vs_DEN,DEN,KC,42.0,16.0,1607
2015-11-15,NE_vs_NYG,NYG,NE,53.0,1.0,6215
2015-11-15,ARI_vs_SEA,SEA,ARI,71.0,7.0,580
2015-11-16,HOU_vs_CIN,CIN,HOU,16.0,4.0,1786
2015-11-19,TEN_vs_JAX,JAX,TEN,32.0,6.0,1796
2015-11-22,IND_vs_ATL,ATL,IND,45.0,3.0,713
2015-11-22,STL_vs_BAL,BAL,STL,29.0,3.0,151
2015-11-22,WAS_vs_CAR,CAR,WAS,60.0,28.0,1748
2015-11-22,DEN_vs_CHI,CHI,DEN,32.0,2.0,921
2015-11-22,OAK_vs_DET,DET,OAK,31.0,5.0,331
2015-11-22,NYJ_vs_HOU,HOU,NYJ,41.0,7.0,405
2015-11-22,DAL_vs_MIA,MIA,DAL,38.0,10.0,1420
2015-11-22,TB_vs_PHI,PHI,TB,62.0,28.0,580
2015-11-22,KC_vs_SD,SD,KC,36.0,30.0,362
2015-11-22,GB_vs_MIN,MIN,GB,43.0,17.0,1723
2015-11-22,SF_vs_SEA,SEA,SF,42.0,16.0,1023
2015-11-22,CIN_vs_ARI,ARI,CIN,65.0,3.0,36
2015-11-23,BUF_vs_NE,NE,BUF,33.0,7.0,5773
2015-11-26,PHI_vs_DET,DET,PHI,59.0,31.0,2998
2015-11-26,CAR_vs_DAL,DAL,CAR,47.0,19.0,9214
2015-11-26,CHI_vs_GB,GB,CHI,30.0,4.0,3842
2015-11-29,MIN_vs_ATL,ATL,MIN,30.0,10.0,1200
2015-11-29,STL_vs_CIN,CIN,STL,38.0,24.0,479
2015-11-29,NO_vs_HOU,HOU,NO,30.0,18.0,405
2015-11-29,TB_vs_IND,IND,TB,37.0,13.0,615
2015-11-29,SD_vs_JAX,JAX,SD,56.0,6.0,506
2015-11-29,BUF_vs_KC,KC,BUF,52.0,8.0,1245
2015-11-29,MIA_vs_NYJ,NYJ,MIA,58.0,18.0,861
2015-11-29,OAK_vs_TEN,TEN,OAK,45.0,3.0,861
2015-11-29,NYG_vs_WAS,WAS,NYG,34.0,6.0,3108
2015-11-29,ARI_vs_SF,SF,ARI,32.0,6.0,121
2015-11-29,PIT_vs_SEA,SEA,PIT,69.0,9.0,3210
2015-11-29,NE_vs_DEN,DEN,NE,54.0,6.0,12864
2015-11-30,BAL_vs_CLE,CLE,BAL,60.0,6.0,3993
2015-12-03,GB_vs_DET,DET,GB,50.0,4.0,15897
2015-12-06,HOU_vs_BUF,BUF,HOU,51.0,9.0,1180
2015-12-06,SF_vs_CHI,CHI,SF,46.0,6.0,3057
2015-12-06,CIN_vs_CLE,CLE,CIN,40.0,34.0,1162
2015-12-06,BAL_vs_MIA,MIA,BAL,28.0,2.0,552
2015-12-06,SEA_vs_MIN,MIN,SEA,45.0,31.0,4450
2015-12-06,NYJ_vs_NYG,NYG,NYJ,43.0,3.0,4864
2015-12-06,ARI_vs_STL,STL,ARI,30.0,24.0,215
2015-12-06,ATL_vs_TB,TB,ATL,42.0,4.0,1446
2015-12-06,JAX_vs_TEN,TEN,JAX,81.0,3.0,1463
2015-12-06,KC_vs_OAK,OAK,KC,54.0,14.0,2087
2015-12-06,DEN_vs_SD,SD,DEN,20.0,14.0,1645
2015-12-06,PHI_vs_NE,NE,PHI,63.0,7.0,8724
2015-12-06,CAR_vs_NO,NO,CAR,79.0,3.0,7222
2015-12-06,IND_vs_PIT,PIT,IND,55.0,35.0,2930
2015-12-07,DAL_vs_WAS,WAS,DAL,35.0,3.0,10093
2015-12-10,MIN_vs_ARI,ARI,MIN,43.0,3.0,201
2015-12-13,SEA_vs_BAL,BAL,SEA,41.0,29.0,3639
2015-12-13,ATL_vs_CAR,CAR,ATL,38.0,38.0,5887
2015-12-13,WAS_vs_CHI,CHI,WAS,45.0,3.0,1703
2015-12-13,PIT_vs_CIN,CIN,PIT,53.0,13.0,2000
2015-12-13,SF_vs_CLE,CLE,SF,34.0,14.0,1550
2015-12-13,IND_vs_JAX,JAX,IND,67.0,35.0,770
2015-12-13,SD_vs_KC,KC,SD,13.0,7.0,953
2015-12-13,TEN_vs_NYJ,NYJ,TEN,38.0,22.0,1257
2015-12-13,BUF_vs_PHI,PHI,BUF,43.0,3.0,1983
2015-12-13,DET_vs_STL,STL,DET,35.0,7.0,953
2015-12-13,NO_vs_TB,TB,NO,41.0,7.0,481
2015-12-13,OAK_vs_DEN,DEN,OAK,27.0,3.0,3184
2015-12-13,DAL_vs_GB,GB,DAL,35.0,21.0,8347
2015-12-13,NE_vs_HOU,HOU,NE,33.0,21.0,7190
2015-12-14,NYG_vs_MIA,MIA,NYG,55.0,7.0,6086
2015-12-17,TB_vs_STL,STL,TB,54.0,8.0,3302
2015-12-19,NYJ_vs_DAL,DAL,NYJ,35.0,3.0,6194
2015-12-20,KC_vs_BAL,BAL,KC,48.0,20.0,1039
2015-12-20,HOU_vs_IND,IND,HOU,26.0,6.0,869
2015-12-20,ATL_vs_JAX,JAX,ATL,40.0,6.0,1053
2015-12-20,CHI_vs_MIN,MIN,CHI,55.0,21.0,888
2015-12-20,TEN_vs_NE,NE,TEN,49.0,17.0,3630
2015-12-20,CAR_vs_NYG,NYG,CAR,73.0,3.0,16778
2015-12-20,BUF_vs_WAS,WAS,BUF,60.0,10.0,1884
2015-12-20,GB_vs_OAK,OAK,GB,50.0,10.0,4919
2015-12-20,CLE_vs_SEA,SEA,CLE,43.0,17.0,3375
2015-12-20,DEN_vs_PIT,PIT,DEN,61.0,7.0,2773
2015-12-20,MIA_vs_SD,SD,MIA,44.0,16.0,1304
2015-12-20,CIN_vs_SF,SF,CIN,38.0,10.0,944
2015-12-20,ARI_vs_PHI,PHI,ARI,57.0,23.0,453
2015-12-21,DET_vs_NO,NO,DET,62.0,8.0,2629
2015-12-24,SD_vs_OAK,OAK,SD,43.0,3.0,4556
2015-12-26,WAS_vs_PHI,PHI,WAS,62.0,14.0,5374
2015-12-27,CAR_vs_ATL,ATL,CAR,33.0,7.0,7555
2015-12-27,PIT_vs_BAL,BAL,PIT,37.0,3.0,719
2015-12-27,DAL_vs_BUF,BUF,DAL,22.0,10.0,1198
2015-12-27,SF_vs_DET,DET,SF,49.0,15.0,1001
2015-12-27,CLE_vs_KC,KC,CLE,30.0,4.0,1572
